rating,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6
5,1.295228182,-4.170068139,-1.030500666,-0.05625234,-1.79450325,-0.281943009
5,1.296930464,-4.171413882,-1.01362153,-0.057045058,-1.800198336,-0.359501548
5,1.306444355,-4.176175177,-1.008748398,-0.019141567,-1.866089396,-0.455671385
5,1.314310392,-4.174572534,-1.062520453,0.014827801,-1.85824768,-0.578222352
5,1.306895104,-4.172612927,-1.021186114,-0.013393461,-1.854447326,-0.395631143
5,1.316185986,-4.176787417,-1.032197977,0.014174634,-1.890362708,-0.565104694
5,1.30152244,-4.169271129,-1.031237934,-0.044292726,-1.803028132,-0.34451418
5,1.313161893,-4.173275541,-1.068573552,0.007037575,-1.834585093,-0.606863303
5,1.314533715,-4.175432792,-1.03498694,0.002624009,-1.872794351,-0.539517192
4,1.26669759,-4.151520203,-0.989129429,-0.192774286,-1.584758666,0.601154921
5,1.31067748,-4.172787692,-1.037893266,-0.012311297,-1.845359279,-0.47734769
5,1.313398323,-4.173566978,-1.052638979,-0.004146898,-1.845943082,-0.543220674
5,1.324637594,-4.177390569,-1.041502107,0.04001493,-1.912504316,-0.669467684
5,1.291184049,-4.160419395,-1.020653671,-0.086515001,-1.733857449,-0.121899254
5,1.313603424,-4.171747731,-1.023192378,-0.004460502,-1.857800668,-0.476836544
5,1.31072002,-4.168919267,-1.050730747,-0.019821649,-1.813249704,-0.465290279
5,1.317221631,-4.171648925,-1.064116908,0.002830783,-1.838351359,-0.577801909
5,1.306525757,-4.165771888,-1.057052152,-0.034765038,-1.782779291,-0.389326458
5,1.285565669,-4.26004455,-0.865802044,-0.340376284,-1.970386768,-0.044095609
5,1.293766576,-4.2632498,-0.874640445,-0.305810523,-2.011296414,-0.165590381
5,1.271651528,-4.252828638,-0.85633873,-0.393367465,-1.894607049,0.180502705
5,1.273931985,-4.253501261,-0.869729763,-0.38727372,-1.893117854,0.118271873
5,1.296441192,-4.262986655,-0.906917646,-0.301690058,-1.995542724,-0.231185559
5,1.24487276,-4.238555533,-0.819477074,-0.475618462,-1.793696286,0.769654727
5,1.287822955,-4.260466871,-0.859234066,-0.333362566,-1.98644187,-0.041694003
5,1.278794542,-4.255619964,-0.874391631,-0.372093923,-1.911084372,0.021402354
5,1.295508533,-4.264347472,-0.875768458,-0.312871484,-2.005864931,-0.232679024
5,1.281122808,-4.255189868,-0.876352296,-0.34936882,-1.937272265,0.069271913
5,1.296710986,-4.259871487,-0.905876407,-0.303366249,-1.972847523,-0.251517948
5,1.263459434,-4.243290368,-0.864687875,-0.422725044,-1.831425185,0.423498112
5,1.292229164,-4.25863515,-0.873538606,-0.321673278,-1.981375784,-0.086231054
5,1.299680098,-4.260305274,-0.913313007,-0.296865917,-1.98252803,-0.263387564
5,1.289307319,-4.257468232,-0.870665733,-0.340195776,-1.954752485,-0.087216728
5,1.302783976,-4.262017965,-0.91629693,-0.287405558,-1.987474905,-0.376921503
5,1.282387171,-4.251561838,-0.891530255,-0.364507323,-1.894502629,0.028314077
5,1.294278726,-4.258626138,-0.879829175,-0.326957045,-1.96966166,-0.148811022
5,1.297200175,-4.256200813,-0.91025854,-0.312610364,-1.947689704,-0.224170853
5,1.298243026,-4.256605165,-0.910393013,-0.309740928,-1.954733151,-0.224347066
5,1.285644313,-4.250933113,-0.887252828,-0.355504259,-1.905426215,0.018599486
5,1.290910159,-4.253492925,-0.89447225,-0.337396745,-1.920077832,-0.127126934
5,1.297347357,-4.2563494,-0.909298002,-0.32031784,-1.939091686,-0.253088642
5,1.299397897,-4.256805793,-0.900081269,-0.31046068,-1.957569752,-0.25262013
5,1.265239514,-4.239100021,-0.870757744,-0.432186561,-1.800853117,0.424326786
5,1.302955389,-4.253711722,-0.929503044,-0.298831281,-1.935348417,-0.304155492
5,1.302225749,-4.252884864,-0.903328292,-0.306722021,-1.957823536,-0.155127938
5,1.310485423,-4.25148053,-0.905873076,-0.296695691,-1.958387473,-0.262187846
5,1.292087093,-4.240410456,-0.91108215,-0.360986512,-1.838728319,-0.006739834
5,1.293293983,-4.236729302,-0.921070934,-0.366150735,-1.82136368,0.052971615
5,1.304106199,-4.183418039,-1.006592087,-0.002930998,-1.914738385,-0.471949294
5,1.296822327,-4.177217553,-0.987863047,-0.04302931,-1.853606986,-0.374187466
5,1.302044654,-4.176721121,-1.037568033,-0.024346322,-1.838710229,-0.483782783
5,1.314338627,-4.179849148,-1.04223114,0.013877458,-1.891046468,-0.622304774
5,1.314392036,-4.178357594,-1.05305699,0.013320097,-1.88436769,-0.57888586
5,1.294797529,-4.168727798,-1.034425791,-0.055975497,-1.784527252,-0.276463694
5,1.30962961,-4.177215292,-1.017165188,-0.003712151,-1.880392772,-0.501461833
5,1.279569266,-4.158814882,-1.009157015,-0.113665921,-1.707488637,0.041594056
5,1.308843795,-4.172874359,-1.028182198,-0.011112214,-1.854801547,-0.425135819
5,1.294807394,-4.165186481,-1.031566297,-0.065112593,-1.770891216,-0.195419787
5,1.316816048,-4.176123631,-1.060586003,0.014467894,-1.855392471,-0.693570025
5,1.315116509,-4.174236987,-1.0690706,0.008797195,-1.843968417,-0.621935868
5,1.293860262,-4.161343569,-1.035293952,-0.069708282,-1.742831662,-0.179149834
5,1.309981425,-4.169294537,-1.052804309,-0.018039211,-1.813706692,-0.468819364
5,1.324607486,-4.174532292,-1.085042902,0.041918674,-1.86561574,-0.74788388
5,1.318558885,-4.173535392,-1.057189151,0.003498255,-1.842067254,-0.665557656
5,1.311208084,-4.168788603,-1.05331522,-0.012772217,-1.811168045,-0.503584544
5,1.295215579,-4.161499247,-1.03232278,-0.076537808,-1.735296546,-0.227869049
5,1.304127888,-4.16468314,-1.051459649,-0.041158485,-1.77605062,-0.339378713
5,1.287015425,-4.181736381,-1.011220371,-0.045680473,-1.850284805,-0.36966775
5,1.285233516,-4.259520325,-0.860819194,-0.335791089,-1.981519201,0.016334285
5,1.29731206,-4.264415309,-0.880053633,-0.297665695,-2.022527563,-0.215986279
4,1.296993526,-4.263657106,-0.893426948,-0.324296348,-1.94117123,0.016458004
5,1.2885394,-4.261190446,-0.85864792,-0.332967237,-1.986953779,-0.079557251
5,1.294052789,-4.262635503,-0.873540682,-0.310985546,-2.013342973,-0.114884924
5,1.284477302,-4.257299704,-0.881695286,-0.346784487,-1.941775134,-0.031194731
5,1.28547874,-4.258062825,-0.878934792,-0.348177997,-1.940122327,-0.085132715
5,1.271462784,-4.24940034,-0.845083629,-0.402235644,-1.890089718,0.294069075
5,1.266674568,-4.246610233,-0.838426246,-0.410622145,-1.871062738,0.375778283
5,1.272659422,-4.247912675,-0.877748222,-0.39148707,-1.867121976,0.226285999
5,1.285444541,-4.254635997,-0.863796498,-0.350532791,-1.952280755,0.0893789
4,1.282891526,-4.252998333,-0.885238965,-0.381738855,-1.851506131,0.309557436
5,1.266735922,-4.24453889,-0.857485828,-0.408106057,-1.852595297,0.376754586
5,1.303039429,-4.261668781,-0.916826431,-0.281386438,-1.995152314,-0.345604142
5,1.280820859,-4.252826902,-0.851379573,-0.368486691,-1.929433928,0.135568628
5,1.277513561,-4.248621589,-0.88697557,-0.374560864,-1.879706693,0.154164531
5,1.295222957,-4.257364863,-0.904943773,-0.313126739,-1.96098193,-0.166595447
5,1.290812067,-4.253111903,-0.883756583,-0.333744649,-1.947216873,0.010817105
5,1.280587851,-4.247781343,-0.89528531,-0.375314814,-1.862069585,0.054680393
5,1.30708751,-4.260566023,-0.901127912,-0.284055712,-2.010143268,-0.301700166
5,1.306673605,-4.261403511,-0.888904976,-0.289227531,-2.012999548,-0.316960896
5,1.292241061,-4.250975207,-0.873282122,-0.343206232,-1.922457961,-0.064892199
5,1.305700099,-4.256663789,-0.890648053,-0.293805625,-1.982834129,-0.283479557
5,1.302950331,-4.254952537,-0.886735933,-0.302758978,-1.975829677,-0.191726993
5,1.290584159,-4.246871509,-0.912285342,-0.345101911,-1.87768361,-0.054216155
5,1.313810994,-4.257771993,-0.934584094,-0.263437611,-1.992560159,-0.411395414
5,1.293327759,-4.246264245,-0.91274998,-0.35089948,-1.871006274,-0.08914122
5,1.297867715,-4.249238069,-0.89166164,-0.332080685,-1.922565466,-0.08798401
5,1.314885516,-4.25193105,-0.949567679,-0.275031518,-1.942063234,-0.43087572
5,1.305024826,-4.249087155,-0.893676421,-0.31063783,-1.941582275,-0.161928741
5,1.307446807,-4.248471873,-0.927266003,-0.304858407,-1.918562198,-0.257870845
5,1.314249117,-4.249023176,-0.91184282,-0.289467139,-1.949759368,-0.2954165
5,1.293724824,-4.176496368,-1.027997746,-0.039040793,-1.839677563,-0.305163
5,1.300751681,-4.182190583,-0.99291157,-0.024771729,-1.898956854,-0.41058093
5,1.295823745,-4.176813949,-1.035157652,-0.030845923,-1.835669519,-0.389615174
5,1.29224907,-4.175452951,-1.025918006,-0.046651234,-1.821921484,-0.322978325
5,1.307331092,-4.18191445,-1.008728012,0.001496384,-1.909388331,-0.511088075
5,1.271687682,-4.163086403,-0.991128623,-0.130585874,-1.728871102,0.158588795
5,1.298966835,-4.177184908,-1.009750382,-0.02943866,-1.855710143,-0.39808676
5,1.28763182,-4.171347095,-1.000669963,-0.072823394,-1.801290373,-0.175202606
5,1.294563525,-4.174020561,-0.997508892,-0.045961798,-1.849794399,-0.207977702
5,1.280134573,-4.16799279,-0.971409947,-0.103630533,-1.785869311,0.030987766
5,1.310923493,-4.18091879,-1.043639452,0.011465495,-1.887507544,-0.617342473
2,1.22092136,-4.173715757,-0.795371815,-0.664076831,-0.56371764,2.516092059
5,1.299143158,-4.175541874,-1.020976771,-0.03051299,-1.843969196,-0.377850672
5,1.303497008,-4.178170505,-1.010146921,-0.015616689,-1.880984363,-0.407526241
5,1.280153801,-4.166343484,-1.007482553,-0.107504551,-1.735408153,-0.108398917
5,1.298298057,-4.171449291,-1.039825222,-0.04809121,-1.800090486,-0.358387784
5,1.286578903,-4.165217477,-0.993524339,-0.083701063,-1.781548699,-0.019444579
5,1.301137131,-4.172628775,-1.014011581,-0.040583521,-1.835013032,-0.327067963
5,1.305631261,-4.170311611,-1.043524551,-0.027523467,-1.814340106,-0.418287648
5,1.291221243,-4.162971114,-1.018727724,-0.074464702,-1.766532784,-0.075545673
5,1.308025079,-4.170688205,-1.059679265,-0.019378502,-1.813856658,-0.467143786
5,1.294814819,-4.161687704,-1.036816993,-0.073619561,-1.73803414,-0.214744902
5,1.313594101,-4.170946913,-1.035097362,-0.002091533,-1.856894825,-0.434087801
5,1.315904789,-4.171304612,-1.064150707,0.001738835,-1.835440721,-0.558328431
5,1.308111547,-4.167841528,-1.047215972,-0.022747864,-1.802486615,-0.446631571
5,1.31373941,-4.17237279,-1.019814285,-0.004886659,-1.857278312,-0.511720674
5,1.315268817,-4.172100909,-1.047187255,-0.005698201,-1.835443518,-0.587291805
5,1.310927552,-4.167426714,-1.062112147,-0.00801843,-1.811736038,-0.44401551
5,1.317707023,-4.172186713,-1.057124877,0.006189314,-1.841752087,-0.615310696
5,1.307055549,-4.168055852,-1.022219495,-0.038227615,-1.813291524,-0.367494515
5,1.301201571,-4.266622692,-0.885789126,-0.275892916,-2.051963146,-0.258849568
1,1.25769399,-4.264925524,-0.756736076,-0.680208996,-1.219630789,1.889263838
5,1.290003727,-4.260866658,-0.877431844,-0.32564049,-1.980432632,-0.11486248
5,1.279300139,-4.254943496,-0.87982005,-0.361988731,-1.911945799,0.014901084
5,1.28857229,-4.258139751,-0.897365416,-0.325496303,-1.958916663,-0.073510291
5,1.278836488,-4.25534136,-0.868139876,-0.372241493,-1.916385017,0.049216299
5,1.295587238,-4.263108554,-0.890029038,-0.31221532,-1.992175662,-0.238304412
5,1.271841814,-4.250520647,-0.851521444,-0.387308141,-1.908868293,0.314033388
5,1.295136754,-4.263528128,-0.864936715,-0.31327519,-2.012186773,-0.181731125
5,1.258617434,-4.241415801,-0.855656787,-0.44048438,-1.809358844,0.487032637
5,1.30891301,-4.265819386,-0.894933802,-0.26599585,-2.05472593,-0.348021681
5,1.295740175,-4.258744692,-0.887832278,-0.303865581,-1.98687532,-0.150423714
5,1.28840467,-4.254955545,-0.877712583,-0.334283791,-1.949973895,-0.015779333
5,1.283286168,-4.251901731,-0.871244398,-0.386914178,-1.869114551,-0.105757142
5,1.284953185,-4.249837412,-0.863258914,-0.364245726,-1.920525576,0.14182871
5,1.298105878,-4.254694183,-0.908204156,-0.310039494,-1.94820783,-0.192539797
5,1.307977581,-4.257268432,-0.913151145,-0.287191484,-1.983249172,-0.312785865
5,1.302507432,-4.253495712,-0.921721849,-0.300187426,-1.943983732,-0.250123594
5,1.296693642,-4.252528891,-0.881490354,-0.32582279,-1.945079644,-0.107580323
5,1.305549059,-4.25522699,-0.906594435,-0.2916166,-1.974176276,-0.250726347
5,1.294049062,-4.250522871,-0.880970558,-0.337221145,-1.929315201,-0.040356029
5,1.303849013,-4.252488677,-0.898617318,-0.314911126,-1.944273628,-0.224816929
5,1.304913716,-4.251088106,-0.924097792,-0.305487911,-1.92904036,-0.258807482
5,1.310612233,-4.253678101,-0.933980002,-0.288582412,-1.950579879,-0.35954222
5,1.288997388,-4.244430212,-0.881650587,-0.36667907,-1.879383545,0.08797837
5,1.321315348,-4.257611685,-0.944391008,-0.247414313,-2.00189625,-0.507000346
5,1.300876312,-4.181257662,-1.008329226,-0.015860334,-1.89802693,-0.384345077
5,1.290364611,-4.17517778,-1.020098746,-0.054416877,-1.81869166,-0.285226891
5,1.283749444,-4.17205506,-1.009784633,-0.077992801,-1.791829522,-0.155642405
5,1.307310172,-4.18336907,-1.021954053,0.009617494,-1.915396461,-0.529959683
5,1.295630793,-4.17836346,-1.005602959,-0.037970161,-1.85772109,-0.352299229
5,1.293049151,-4.173198646,-1.006101147,-0.049637943,-1.836590665,-0.198303201
5,1.277390876,-4.165713889,-0.971668383,-0.110740328,-1.765259212,0.064773998
5,1.302354038,-4.173981282,-1.037257477,-0.02810436,-1.817755625,-0.498080585
5,1.303575338,-4.17397973,-1.013689842,-0.022553765,-1.852120089,-0.388278219
5,1.311415618,-4.178631102,-1.015387101,-0.003747772,-1.88590365,-0.552212954
5,1.30669156,-4.17079356,-1.029226504,-0.017411874,-1.837193805,-0.391106176
3,1.280458609,-4.182013194,-0.906042893,-0.336827354,-1.158573445,1.01833385
5,1.310759946,-4.171185616,-1.01948686,-0.017422054,-1.850166602,-0.413792975
5,1.31138488,-4.170400297,-1.041483035,-0.012524165,-1.827396049,-0.498845258
5,1.294040404,-4.159803807,-1.036675649,-0.07847715,-1.734478103,-0.133005211
5,1.293949987,-4.262357908,-0.903338964,-0.308303748,-1.987104091,-0.201999676
5,1.292580835,-4.26232012,-0.889631041,-0.316730862,-1.976352521,-0.241201993
5,1.269957866,-4.249685253,-0.874829615,-0.396066878,-1.868822612,0.224618082
5,1.288410223,-4.258750893,-0.896720987,-0.336410084,-1.947810544,-0.116269253
5,1.286621882,-4.25865976,-0.875352216,-0.337205914,-1.954430197,-0.093424294
5,1.295166972,-4.262411035,-0.883818344,-0.303352916,-2.000430531,-0.208090051
5,1.300091018,-4.263822105,-0.916455791,-0.288816091,-1.992722257,-0.364942786
5,1.248370566,-4.238723574,-0.842064685,-0.474074405,-1.780553934,0.679756586
5,1.295524795,-4.262468404,-0.885898287,-0.307456877,-1.998936927,-0.202271395
5,1.264538127,-4.24535948,-0.847167318,-0.418254995,-1.847373748,0.365117682
5,1.263598673,-4.244049099,-0.863638458,-0.42898572,-1.81688616,0.329677215
5,1.298734683,-4.260875034,-0.902501395,-0.306381531,-1.979267991,-0.27574456
5,1.292634279,-4.255842214,-0.90692402,-0.320164998,-1.945689895,-0.128323763
5,1.299806119,-4.257914137,-0.896462187,-0.309387873,-1.969828588,-0.240288171
5,1.295385047,-4.255951861,-0.87183491,-0.328767552,-1.967943516,-0.088163329
5,1.283695549,-4.249597306,-0.888424541,-0.373548992,-1.870403847,-0.03294501
5,1.297503992,-4.256433413,-0.883772318,-0.318741705,-1.963231257,-0.18000267
5,1.261024839,-4.235675637,-0.873713746,-0.440563233,-1.780375936,0.535381513
5,1.301186129,-4.253208591,-0.925392431,-0.310386563,-1.93187133,-0.24095305
5,1.301425004,-4.253518199,-0.917637376,-0.313160666,-1.926991021,-0.29163284
5,1.299291859,-4.252128771,-0.890625643,-0.315309308,-1.951713943,-0.113567293
5,1.30495733,-4.255765365,-0.891148514,-0.299298262,-1.975077682,-0.260608387
5,1.302830273,-4.25161509,-0.908075708,-0.316772594,-1.936009591,-0.196480718
5,1.301645691,-4.249772587,-0.91520195,-0.307636323,-1.929422802,-0.170649166
5,1.321560971,-4.255610013,-0.940363778,-0.256650052,-1.990189222,-0.47865898
5,1.292519675,-4.177359427,-1.017677004,-0.05262479,-1.828501755,-0.35393697
5,1.306533719,-4.182154943,-1.053498947,0.009102501,-1.88150827,-0.599909904
5,1.301960773,-4.180757541,-1.023927151,-0.01147767,-1.885993209,-0.435361427
5,1.290868575,-4.175894148,-1.009382297,-0.056304454,-1.831081835,-0.262557175
5,1.296495011,-4.178322843,-1.000220434,-0.027885928,-1.8783177,-0.295136683
5,1.242124334,-4.151849119,-0.932989941,-0.223192853,-1.64004189,0.743151265
5,1.307510366,-4.179668655,-1.04097164,-0.001201169,-1.880052568,-0.517649707
5,1.31313228,-4.179188167,-1.041287846,0.012273554,-1.893869228,-0.558223573
5,1.304191047,-4.175072308,-1.032984569,-0.023894723,-1.846694505,-0.42083433
5,1.296293464,-4.170704488,-1.030329094,-0.054732553,-1.799263857,-0.299930496
5,1.310405368,-4.17650694,-1.059180009,-0.000978387,-1.849834757,-0.582692969
5,1.29579928,-4.167070204,-1.020909583,-0.057795675,-1.786104812,-0.245991613
5,1.299189263,-4.168121255,-1.035646576,-0.050426769,-1.790274832,-0.307128599
5,1.30918844,-4.172138202,-1.055038462,-0.007703169,-1.828215049,-0.513270083
5,1.315220281,-4.175141767,-1.058819853,0.012488095,-1.858770572,-0.608642423
5,1.30703514,-4.17268499,-1.017505172,-0.021713375,-1.850338599,-0.398415517
5,1.313929496,-4.174443632,-1.054538646,0.003479687,-1.856209746,-0.550624133
5,1.302021845,-4.16986592,-1.010101121,-0.038915444,-1.827292377,-0.300931836
5,1.296696268,-4.163240255,-1.036370741,-0.066262029,-1.750896695,-0.256210584
5,1.310170166,-4.169051487,-1.047004113,-0.017496563,-1.819698336,-0.44221947
4,1.310357629,-4.171031963,-1.032510853,-0.046841138,-1.761032391,-0.238668076
5,1.309291425,-4.169595323,-1.037403989,-0.028606453,-1.815054066,-0.453306406
5,1.321767924,-4.173318622,-1.061859176,0.030364665,-1.872401143,-0.624972401
5,1.313832252,-4.169252469,-1.060728975,-0.000949385,-1.826127232,-0.502526568
5,1.269040888,-4.173068827,-0.967765598,-0.105784477,-1.803135583,0.091446263
5,1.265450073,-4.248179338,-0.864083284,-0.410643844,-1.864133894,0.355795472
5,1.278932632,-4.255576615,-0.884618556,-0.37148941,-1.905405242,0.008233165
5,1.293057241,-4.26268296,-0.872828785,-0.31266416,-2.003225219,-0.157307957
5,1.296442715,-4.264334394,-0.879044306,-0.303145299,-2.014130637,-0.229735777
5,1.293494992,-4.26087792,-0.898388748,-0.314977893,-1.974523953,-0.197680216
5,1.299482819,-4.263483138,-0.91019445,-0.294741223,-1.997207111,-0.305942668
5,1.271220958,-4.248458699,-0.850225662,-0.399460311,-1.884036688,0.297392228
5,1.297353753,-4.259246443,-0.903883109,-0.304144146,-1.974327875,-0.229570564
5,1.301484207,-4.261175235,-0.910350353,-0.291185547,-1.990656381,-0.304846109
5,1.291387365,-4.255605649,-0.910497981,-0.328685742,-1.927378357,-0.166516993
5,1.297952649,-4.259424979,-0.883775281,-0.299267468,-2.002357428,-0.144603024
5,1.270066655,-4.242117088,-0.87626203,-0.407649843,-1.825292473,0.295022425
5,1.295608229,-4.254087426,-0.917051915,-0.323906692,-1.925927035,-0.187489072
5,1.290693069,-4.251377032,-0.882282052,-0.333442128,-1.938170353,0.019713486
4,1.292962043,-4.253517282,-0.894499427,-0.354763243,-1.862756106,0.114902429
5,1.307146641,-4.256871331,-0.927175488,-0.290438244,-1.964653073,-0.350642196
5,1.274750336,-4.240937526,-0.8838646,-0.402149789,-1.82363131,0.252596921
5,1.308165792,-4.255710422,-0.934901888,-0.283860311,-1.964108268,-0.334392501
5,1.305393753,-4.254566828,-0.928486726,-0.29514224,-1.939341727,-0.366069343
5,1.300019307,-4.252951933,-0.88803342,-0.314925331,-1.954193944,-0.148208012
5,1.299844231,-4.249116552,-0.919403583,-0.328882189,-1.904533402,-0.169074378
5,1.307828572,-4.252947801,-0.913296321,-0.295776325,-1.95783769,-0.265583352
5,1.307340845,-4.253734689,-0.897141494,-0.299966306,-1.966567493,-0.255980726
5,1.312708794,-4.250978268,-0.931067051,-0.290647351,-1.944486101,-0.325607487
5,1.301728458,-4.245141849,-0.917029921,-0.330864849,-1.887683141,-0.147005127
5,1.319044914,-4.254167046,-0.917186541,-0.270843628,-1.98743415,-0.397620566
5,1.300036691,-4.183858597,-1.029314293,-0.015906682,-1.876478479,-0.547258252
5,1.297820089,-4.181455173,-0.987978208,-0.033456072,-1.888445223,-0.377752895
5,1.282315542,-4.172753016,-1.000827291,-0.088710653,-1.779140495,-0.212794525
4,1.295345501,-4.178512899,-1.012240521,-0.058691849,-1.786093761,-0.137187504
5,1.30568332,-4.181563471,-1.050572421,0.002164746,-1.881020442,-0.545533766
5,1.302435197,-4.179850383,-1.034318769,-0.007179281,-1.879697352,-0.439453971
5,1.296403827,-4.175195403,-1.008827723,-0.035995686,-1.850056937,-0.293566525
5,1.289049992,-4.171373578,-1.00875497,-0.073552659,-1.788983639,-0.248560297
5,1.292856151,-4.172791402,-0.993051777,-0.053269268,-1.835252751,-0.202938149
5,1.307615601,-4.177689649,-1.018948199,-0.010944366,-1.878426707,-0.467406541
5,1.298355941,-4.171967864,-1.033535609,-0.045584794,-1.805203292,-0.373508172
5,1.308599155,-4.176305386,-1.048537646,-0.007689427,-1.84686318,-0.562949365
5,1.30580143,-4.174765769,-1.031954998,-0.016307436,-1.856125815,-0.410532445
5,1.308331996,-4.175191319,-1.045126739,-0.013198365,-1.844750645,-0.514029318
5,1.304256595,-4.172415101,-1.044006678,-0.025285215,-1.830534103,-0.386002359
5,1.295689015,-4.166730603,-1.031428517,-0.057482939,-1.773397656,-0.284408116
5,1.311385874,-4.174074068,-1.050071075,-0.007385598,-1.837106768,-0.578422549
5,1.304254057,-4.17080627,-1.034435728,-0.035940459,-1.812553784,-0.413355858
5,1.301925786,-4.169007265,-1.010898906,-0.043853923,-1.825404987,-0.255513394
4,1.318654267,-4.176684061,-1.046381646,0.000755172,-1.826537398,-0.346994763
5,1.309589514,-4.169529029,-1.039788534,-0.011048083,-1.828707823,-0.441984166
5,1.307149469,-4.168110004,-1.041165308,-0.023236981,-1.812853776,-0.392850222
5,1.294454624,-4.163004867,-0.998327127,-0.081938046,-1.766317949,-0.144571409
5,1.31362368,-4.170020639,-1.055915938,-0.004450736,-1.821594538,-0.552186846
2,1.279746222,-4.184417659,-0.879143217,-0.437117004,-0.897484031,1.545052586
5,1.248867684,-4.137195227,-0.989396266,-0.235577518,-1.532397358,0.726441865
5,1.305895056,-4.167891643,-1.020341711,-0.041197534,-1.80500397,-0.38579261
5,1.291775043,-4.183448576,-1.01836031,-0.023037826,-1.877747948,-0.418538145
5,1.256477304,-4.167859652,-0.957137736,-0.158216594,-1.728637812,0.222778748
5,1.264339942,-4.249146315,-0.851388265,-0.415507742,-1.866528786,0.340563271
5,1.292876156,-4.262411957,-0.90233196,-0.318107713,-1.973658095,-0.229862287
5,1.267348862,-4.248527349,-0.880461561,-0.394582577,-1.861455131,0.269224616
5,1.29270444,-4.261464986,-0.908397742,-0.31170325,-1.961167568,-0.279002521
5,1.279010866,-4.254848064,-0.88301477,-0.358249156,-1.913872156,0.025876207
5,1.291864584,-4.261020487,-0.894640818,-0.324396157,-1.965796859,-0.200594933
5,1.274935635,-4.253643317,-0.867721453,-0.39072013,-1.889131687,0.084357334
5,1.297847513,-4.262847904,-0.909596509,-0.299754078,-1.993705942,-0.259253117
5,1.284945304,-4.258320073,-0.855979831,-0.347014787,-1.965855852,0.008605119
5,1.269646172,-4.247753795,-0.847796403,-0.405346595,-1.877095943,0.324728506
5,1.301886455,-4.25962681,-0.929735631,-0.286098202,-1.970496631,-0.348897154
5,1.298111622,-4.25800722,-0.875657955,-0.313854812,-1.987600173,-0.142348014
5,1.300455321,-4.25866368,-0.898693067,-0.310058499,-1.972050343,-0.25692106
5,1.289641985,-4.251648559,-0.897527948,-0.342839119,-1.913399082,-0.048525233
5,1.303702037,-4.257679794,-0.913316607,-0.295196566,-1.970709693,-0.303426702
5,1.297264635,-4.251889812,-0.912066763,-0.322099263,-1.92158499,-0.17691233
5,1.307355321,-4.256150503,-0.919135692,-0.290020463,-1.972009181,-0.302673415
5,1.310398993,-4.253012202,-0.941858797,-0.287877574,-1.944299354,-0.353407008
5,1.312329023,-4.254922895,-0.908753762,-0.279062079,-1.99478912,-0.26602542
5,1.268991962,-4.23004879,-0.878280821,-0.445646481,-1.740820723,0.417801401
5,1.274220321,-4.231534509,-0.890229722,-0.428946698,-1.766304639,0.395101056
5,1.296325654,-4.18015548,-0.994330863,-0.037257083,-1.876605952,-0.346709507
5,1.288788977,-4.17440723,-1.010257264,-0.057649269,-1.824188959,-0.209377952
5,1.301653773,-4.179284025,-1.048517871,-0.011288119,-1.855693586,-0.499886104
5,1.3076331,-4.180895403,-1.033729231,-0.006633822,-1.876825485,-0.579227219
5,1.295738399,-4.173744773,-1.030248802,-0.041433151,-1.818506536,-0.344856849
1,1.274900151,-4.191891444,-0.881935316,-0.429771066,-0.938211536,1.661099598
5,1.310559139,-4.181476457,-1.028564631,0.007982096,-1.905755821,-0.544385876
5,1.305614661,-4.17664805,-1.059499511,-0.004334822,-1.850710433,-0.494624142
2,1.288159604,-4.190320648,-0.914793055,-0.2980319,-1.232144041,1.075971005
5,1.299385164,-4.175105288,-1.023477686,-0.02837264,-1.848187142,-0.34277914
5,1.309830191,-4.179976298,-1.028900896,0.010156186,-1.900378487,-0.517321743
5,1.289318456,-4.167569407,-1.021606485,-0.079421584,-1.76618493,-0.193444299
5,1.300166335,-4.170781384,-1.039359815,-0.030594683,-1.818690575,-0.323745236
5,1.320601759,-4.180985653,-1.045309639,0.038052537,-1.924840175,-0.649124922
5,1.301405452,-4.168887828,-1.042742575,-0.045919374,-1.788591245,-0.381053598
3,1.294100902,-4.179956861,-0.962188312,-0.224018256,-1.379078513,0.578159178
5,1.304232748,-4.169741659,-1.021759209,-0.021604946,-1.840123733,-0.297548828
5,1.316635624,-4.175067401,-1.068282295,0.016266404,-1.854261484,-0.647319677
5,1.314462336,-4.175370007,-1.031089712,0.007495968,-1.880159244,-0.521630535
5,1.30812936,-4.168626566,-1.05124129,-0.018863988,-1.804115759,-0.474042183
5,1.315989615,-4.172719949,-1.055817158,0.006887886,-1.842333778,-0.613160623
5,1.318912608,-4.174658593,-1.039268835,0.014024946,-1.87782685,-0.585480936
5,1.253433783,-4.141722128,-0.960750662,-0.216577099,-1.593036174,0.704196468
5,1.311800429,-4.168941788,-1.058486667,-0.012065476,-1.822532022,-0.441060665
5,1.296888356,-4.162345694,-1.01512085,-0.066972068,-1.771633422,-0.147242362
4,1.306400401,-4.168095766,-1.023987382,-0.063238022,-1.744664348,-0.118114636
5,1.252135047,-4.163152679,-0.972385029,-0.161870107,-1.711474966,0.412811791
5,1.284544668,-4.257835275,-0.891013573,-0.336691941,-1.941066606,-0.077733736
5,1.288091797,-4.259644912,-0.890948095,-0.327118003,-1.961088497,-0.118797135
